Precision,Recall
0.4351328434143584,1.0
0.43650568181818183,0.9980513153621305
0.43656769427475495,0.9980513153621305
0.4366297243535095,0.9980513153621305
0.4366917720619582,0.9980513153621305
0.436753837407618,0.9980513153621305
0.4368159203980099,0.9980513153621305
0.43687802104065965,0.9980513153621305
0.43694013934309683,0.9980513153621305
0.4370022753128555,0.9980513153621305
0.43706442895747405,0.9980513153621305
0.43698435277382647,0.9977265345891523
0.4370465215535638,0.9977265345891523
0.4371087080250427,0.9977265345891523
0.43717091219581616,0.9977265345891523
0.4372331340734415,0.9977265345891523
0.43729537366548044,0.9977265345891523
0.43735763097949887,0.9977265345891523
0.4374199060230671,0.9977265345891523
0.4374821988037596,0.9977265345891523
0.4375445093291554,0.9977265345891523
0.4376068376068376,0.9977265345891523
0.4376691836443938,0.9977265345891523
0.4377315474494158,0.9977265345891523
0.43779392902949976,0.9977265345891523
0.4378563283922463,0.9977265345891523
0.43791874554526017,0.9977265345891523
0.43798118049615054,0.9977265345891523
0.43804363325253104,0.9977265345891523
0.4381061038220194,0.9977265345891523
0.4381685922122379,0.9977265345891523
0.43823109843081315,0.9977265345891523
0.43829362248537596,0.9977265345891523
0.4383561643835616,0.9977265345891523
0.43841872413300986,0.9977265345891523
0.43848130174136457,0.9977265345891523
0.43854389721627407,0.9977265345891523
0.4386065105653912,0.9977265345891523
0.438669141796373,0.9977265345891523
0.4387317909168809,0.9977265345891523
0.4387944579345808,0.9977265345891523
0.43885714285714283,0.9977265345891523
0.43891984569224174,0.9977265345891523
0.43898256644755645,0.9977265345891523
0.43904530513077034,0.9977265345891523
0.4391080617495712,0.9977265345891523
0.43917083631165116,0.9977265345891523
0.4392336288247069,0.9977265345891523
0.4392964392964393,0.9977265345891523
0.43935926773455375,0.9977265345891523
0.43942211414676013,0.9977265345891523
0.43934191702432046,0.9974017538161741
0.4394047789383317,0.9974017538161741
0.4394676588437321,0.9974017538161741
0.43953055674824676,0.9974017538161741
0.4395934726596049,0.9974017538161741
0.43965640658554045,0.9974017538161741
0.4397193585337915,0.9974017538161741
0.4397823285121008,0.9974017538161741
0.4398453165282154,0.9974017538161741
0.4399083225898868,0.9974017538161741
0.43997134670487104,0.9974017538161741
0.4400343888809285,0.9974017538161741
0.440097449125824,0.9974017538161741
0.4401605274473269,0.9974017538161741
0.440223623853211,0.9974017538161741
0.4402867383512545,0.9974017538161741
0.44034987094924005,0.9974017538161741
0.44041302165495483,0.9974017538161741
0.44047619047619047,0.9974017538161741
0.44053937742074306,0.9974017538161741
0.4406025824964132,0.9974017538161741
0.4406658057110059,0.9974017538161741
0.4407290470723307,0.9974017538161741
0.4407923065882015,0.9974017538161741
0.440855584266437,0.9974017538161741
0.44091888011486,0.9974017538161741
0.4409821941412981,0.9974017538161741
0.44104552635358324,0.9974017538161741
0.44110887675955185,0.9974017538161741
0.4410285878465738,0.9970769730431959
0.4410919540229885,0.9970769730431959
0.4411553384106912,0.9970769730431959
0.4412187410175338,0.9970769730431959
0.4412821618513727,0.9970769730431959
0.441345600920069,0.9970769730431959
0.4414090582314881,0.9970769730431959
0.44147253379350015,0.9970769730431959
0.4415360276139796,0.9970769730431959
0.4415995397008055,0.9970769730431959
0.4416630700618616,0.9970769730431959
0.441726618705036,0.9970769730431959
0.4417901856382213,0.9970769730431959
0.44185377086931493,0.9970769730431959
0.44191737440621853,0.9970769730431959
0.44198099625683845,0.9970769730431959
0.44204463642908565,0.9970769730431959
0.44210829493087556,0.9970769730431959
0.4421719717701282,0.9970769730431959
0.44223566695476807,0.9970769730431959
0.4422993804927244,0.9970769730431959
0.4423631123919308,0.9970769730431959
0.4424268626603257,0.9970769730431959
0.4424906313058518,0.9970769730431959
0.4425544183364567,0.9970769730431959
0.4426182237600923,0.9970769730431959
0.4426820475847152,0.9970769730431959
0.4427458898182867,0.9970769730431959
0.4428097504687725,0.9970769730431959
0.4428736295441431,0.9970769730431959
0.4429375270523734,0.9970769730431959
0.443001443001443,0.9970769730431959
0.4430653773993361,0.9970769730431959
0.44312933025404155,0.9970769730431959
0.44319330157355274,0.9970769730431959
0.4432572913658677,0.9970769730431959
0.4433212996389892,0.9970769730431959
0.4433853264009243,0.9970769730431959
0.4434493716596851,0.9970769730431959
0.4435134354232881,0.9970769730431959
0.4434330299089727,0.9967521922702176
0.4434971098265896,0.9967521922702176
0.4435612082670906,0.9967521922702176
0.44362532523850823,0.9967521922702176
0.44368946074887955,0.9967521922702176
0.44375361480624637,0.9967521922702176
0.4438177874186551,0.9967521922702176
0.4438819785941568,0.9967521922702176
0.4439461883408072,0.9967521922702176
0.4440104166666667,0.9967521922702176
0.4440746635798003,0.9967521922702176
0.44413892908827785,0.9967521922702176
0.4442032132001737,0.9967521922702176
0.4442675159235669,0.9967521922702176
0.4443318372665412,0.9967521922702176
0.44439617723718505,0.9967521922702176
0.4444605358435916,0.9967521922702176
0.4445249130938586,0.9967521922702176
0.4445893089960887,0.9967521922702176
0.4446537235583889,0.9967521922702176
0.44471815678887117,0.9967521922702176
0.44478260869565217,0.9967521922702176
0.4448470792868532,0.9967521922702176
0.444766599014207,0.9964274114972393
0.44483108597941134,0.9964274114972393
0.4448955916473318,0.9964274114972393
0.44496011602610586,0.9964274114972393
0.44502465912387584,0.9964274114972393
0.4450892209487886,0.9964274114972393
0.4450087057457922,0.9961026307242611
0.44507328399361484,0.9961026307242611
0.4451378809869376,0.9961026307242611
0.44520249673392365,0.9961026307242611
0.445267131242741,0.9961026307242611
0.44533178452156236,0.9961026307242611
0.4453964565785652,0.9961026307242611
0.4454611474219317,0.9961026307242611
0.44552585705984893,0.9961026307242611
0.4455905855005085,0.9961026307242611
0.44565533275210695,0.9961026307242611
0.4457200988228455,0.9961026307242611
0.4457848837209302,0.9961026307242611
0.4458496874545719,0.9961026307242611
0.44591451003198607,0.9961026307242611
0.44597935146139306,0.9961026307242611
0.44604421175101805,0.9961026307242611
0.4461090909090909,0.9961026307242611
0.44617398894384636,0.9961026307242611
0.44623890586352394,0.9961026307242611
0.4463038416763679,0.9961026307242611
0.44636879639062726,0.9961026307242611
0.44643377001455603,0.9961026307242611
0.44649876255641285,0.9961026307242611
0.4465637740244613,0.9961026307242611
0.44662880442696956,0.9961026307242611
0.4466938537722109,0.9961026307242611
0.44675892206846324,0.9961026307242611
0.44682400932400934,0.9961026307242611
0.44688911554713684,0.9961026307242611
0.44695424074613815,0.9961026307242611
0.4470193849293106,0.9961026307242611
0.4470845481049563,0.9961026307242611
0.4471497302813821,0.9961026307242611
0.44721493146689995,0.9961026307242611
0.44728015166982643,0.9961026307242611
0.4473453908984831,0.9961026307242611
0.4474106491611962,0.9961026307242611
0.4474759264662971,0.9961026307242611
0.4475412228221217,0.9961026307242611
0.4476065382370111,0.9961026307242611
0.447671872719311,0.9961026307242611
0.4477372262773723,0.9961026307242611
0.4478025989195503,0.9961026307242611
0.4478679906542056,0.9961026307242611
0.4479334014897035,0.9961026307242611
0.44799883143441427,0.9961026307242611
0.44806428049671293,0.9961026307242611
0.44812974868497957,0.9961026307242611
0.44819523600759903,0.9961026307242611
0.4482607424729611,0.9961026307242611
0.44818009063002484,0.9957778499512829
0.4482456140350877,0.9957778499512829
0.4483111566018424,0.9957778499512829
0.4483767183386955,0.9957778499512829
