Labels,Scores
0,0.9008402
0,0.88491523
0,0.8173368
0,0.89203435
0,0.8662853
0,0.8658644
0,0.8767543
0,0.7579819
0,0.7255512
0,0.8389347
0,0.779433
0,0.8315219
0,0.73160845
0,0.84763485
0,0.88096005
0,0.85219187
0,0.7557876
0,0.7713603
0,0.7786889
0,0.8262619
0,0.7250681
0,0.6100575
0,0.7157712
0,0.67922944
0,0.66996956
0,0.72106284
0,0.58669716
0,0.69325024
0,0.67358404
0,0.6629306
0,0.6720461
0,0.6927717
0,0.7024369
0,0.7683296
0,0.6678078
0,0.6491423
0,0.63039213
0,0.6730343
0,0.68775415
0,0.71862894
0,0.6234654
0,0.5964957
0,0.5513741
0,0.60171515
0,0.5512293
0,0.63152164
0,0.5559256
1,0.5552707
1,0.52963436
1,0.5587107
1,0.5810142
1,0.54904145
1,0.47817633
1,0.52628696
1,0.50391483
1,0.44085985
1,0.42646673
1,0.41731614
1,0.37484083
1,0.4592322
1,0.30932945
1,0.40810892
1,0.5039464
1,0.34155974
1,0.4192123
1,0.4508959
1,0.4896906
1,0.5112269
1,0.60366696
1,0.51382715
1,0.5576504
1,0.5114319
1,0.5917688
1,0.619616
1,0.5499214
1,0.641708
1,0.5430919
1,0.61913395
1,0.4880996
1,0.544721
1,0.50672954
1,0.5142265
1,0.5657452
1,0.5218102
1,0.44076413
1,0.51771766
1,0.52900046
1,0.51469755
1,0.5402867
1,0.5591161
1,0.53649694
1,0.5204742
1,0.6292837
1,0.5860648
1,0.5284142
1,0.52036697
1,0.50282997
1,0.4040991
1,0.35904315
1,0.32030505
1,0.24124564
1,0.19919854
1,0.10453536
1,0.15040988
1,0.031410243
1,0.0
1,0.05258901
1,0.047762662
1,0.24646005
1,0.28964692
1,0.24591376
1,0.26032948
1,0.33059874
1,0.45995873
1,0.52684397
1,0.59223115
1,0.710742
1,0.7013533
1,0.78957987
1,0.84687304
1,0.8225208
1,0.82631314
1,0.8148627
1,0.83528733
1,0.8097371
1,0.82573134
1,0.8135004
1,0.78296316
1,0.727532
1,0.732906
1,0.78406876
1,0.7904421
1,0.754623
1,0.78440225
1,0.76180583
1,0.77365017
1,0.85410136
1,0.7985632
1,0.7250634
1,0.72923434
1,0.7241366
1,0.6919731
1,0.7252009
1,0.74699545
1,0.73704636
1,0.1321488
1,0.17582045
1,0.13492173
1,0.12131417
1,0.6818184
1,0.70150995
1,0.7238875
1,0.75837296
1,0.67620915
1,0.6567144
1,0.52442193
1,0.612443
1,0.7379774
1,0.76037705
1,0.75719786
1,0.726091
1,0.74269617
1,0.15870684
1,0.18058106
1,0.6721944
1,0.77139926
1,0.7313259
1,0.7714768
1,0.7662381
1,0.7950799
1,0.78332573
1,0.7498798
1,0.8758592
1,0.7962875
1,0.7585006
1,0.8142767
1,0.76825976
1,0.2557129
1,0.26248908
1,0.7024803
1,0.77506024
1,0.74064505
1,0.7926716
1,0.7922487
1,0.783357
1,0.769297
1,0.75255316
1,0.75655603
1,0.7627846
1,0.7237675
1,0.70601517
1,0.30447716
1,0.2980425
1,0.7687946
1,0.76334655
1,0.7845715
1,0.8034852
1,0.7974202
1,0.7888792
1,0.7866883
1,0.77281237
1,0.71987927
1,0.7794902
1,0.7910789
0,0.68488765
0,0.85146916
0,0.28736487
0,0.2930622
0,0.84800154
0,0.89800256
0,0.7571249
0,0.8331953
0,0.953394
1,0.9872163
1,0.96224517
1,1.0
1,0.9947162
1,0.9560212
1,0.7241755
1,0.58369476
1,0.3145699
1,0.2643165
1,0.4741321
1,0.5165541
1,0.49634534
1,0.4326565
1,0.4242172
1,0.40197086
1,0.37199715
1,0.3878042
1,0.37168235
1,0.40377995
1,0.5087299
1,0.05690158
1,0.0
1,0.38948512
1,0.5063976
1,0.51155037
1,0.5319624
1,0.52693
1,0.64130235
1,0.6605083
1,0.67367786
1,0.67211115
1,0.6747903
1,0.6853793
1,0.74767625
1,0.69377965
1,0.18890196
1,0.18536994
1,0.6962411
1,0.30905116
1,0.31982142
1,0.80326134
1,0.7430411
1,0.68714464
1,0.76621366
1,0.7250523
1,0.7017537
1,0.7065913
1,0.741492
1,0.75723755
1,0.73472327
1,0.6831968
1,0.7324315
1,0.70958865
1,0.66277826
1,0.6968183
1,0.73695886
1,0.7112749
1,0.71289206
1,0.7096853
1,0.7255126
1,0.7055293
1,0.7078283
1,0.6633257
1,0.6700116
1,0.72930044
1,0.6873823
1,0.7216163
1,0.78059006
1,0.6998004
1,0.71534806
1,0.77843237
1,0.76863074
1,0.81155974
1,0.73851067
1,0.6018127
1,0.5968769
1,0.54995614
1,0.5446559
1,0.5228606
1,0.5185544
1,0.4218234
1,0.41012558
1,0.40360498
1,0.4634136
1,0.5038189
1,0.48555866
1,0.45822892
1,0.5154195
1,0.50681895
1,0.52579725
1,0.46190935
0,0.44009513
0,0.48327702
0,0.53246474
0,0.49230084
0,0.473624
0,0.50442064
0,0.5196497
0,0.4989114
0,0.50496197
0,0.5466967
1,0.073865555
1,0.087190256
1,0.0
1,0.08378323
1,0.008236712
1,0.0788002
1,0.11466291
1,0.1751685
1,0.13889663
1,0.19427735
1,0.22762927
1,0.22057252
1,0.17551208
1,0.26282698
1,0.47109812
1,0.49160913
1,0.313287
1,0.28061318
1,0.39970973
1,0.3643095
1,0.40032062
1,0.28107154
1,0.41507536
1,0.44910786
1,0.3749389
1,0.37657806
1,0.48136675
1,0.45261493
1,0.5304156
1,0.5322113
1,0.48219737
1,0.49842727
1,0.25446153
1,0.34345162
1,0.4010914
1,0.38930416
1,0.3034669
1,0.33898684
1,0.49081948
1,0.5727028
1,0.41106892
1,0.28715992
1,0.48165292
1,0.48869574
1,0.5044033
1,0.49790004
1,0.60903865
1,0.5035218
1,0.56407416
1,0.6690498
1,0.63498205
1,0.54273003
1,0.68289435
1,0.67651653
1,0.6084819
1,0.4729021
1,0.64028156
1,0.6897527
1,0.6298711
1,0.65688866
1,0.5049871
1,0.47038063
1,0.49089575
1,0.54401577
1,0.5542139
1,0.5482928
1,0.61472684
1,0.43466634
1,0.5238951
1,0.5569969
1,0.58534366
1,0.37944224
1,0.3324893
1,0.31556982
1,0.43012118
1,0.54882
1,0.3260459
1,0.35040507
1,0.3706791
1,0.46539924
1,0.47673059
1,0.30373254
1,0.37993753
1,0.3587525
1,0.32595816
1,0.26360267
1,0.35532743
1,0.17598766
1,0.08453187
1,0.13332486
1,0.17034292
1,0.12953326
1,0.19483739
1,0.24653476
1,0.2629926
1,0.41277283
1,0.30644834
1,0.37872067
1,0.35312003
1,0.29499647
1,0.22262739
1,0.12717582
1,0.10206881
1,0.08175132
1,0.116538204
1,0.05735769
1,0.17718811
1,0.2643013
1,0.4203618
1,0.515323
1,0.56701213
1,0.6420823
1,0.8908236
1,0.9212539
1,0.952487
1,0.88642603
1,0.9615191
1,0.975681
1,0.9054988
1,0.7678526
1,0.8580186
1,0.86741066
1,0.8532266
1,0.8405973
1,0.85312986
1,0.88158816
1,0.9243903
1,0.8162881
1,0.8368516
1,0.8166358
1,0.82768834
1,0.7734572
1,0.70262146
1,0.83364385
1,0.80620724
1,0.78514355
1,0.8376929
1,0.68957806
1,0.6560416
1,0.61016446
1,0.59312284
1,0.733602
1,0.6350009
1,0.64151484
1,0.67869854
1,0.6994687
1,0.5535915
1,0.6118725
1,0.4191146
1,0.60272646
1,0.6796202
1,0.7237286
1,0.7355396
1,0.96153384
1,0.781862
1,0.6311068
1,0.5371747
1,0.40953967
1,0.6922512
1,0.6649966
1,0.55920345
1,0.6631533
1,0.7598488
1,0.69031686
1,0.56528366
1,0.7261918
1,0.6652008
1,0.74368286
1,0.8086426
1,0.79902667
1,0.849007
0,1.0
0,0.99522525
0,0.7873321
0,0.982732
0,0.5925685
0,0.84594274
0,0.7340284
0,0.8022033
0,0.74638796
0,0.74688405
0,0.62533414
0,0.67616886
0,0.80312
0,0.646265
0,0.6996007
0,0.7918182
0,0.8519844
0,0.75517815
0,0.6687817
0,0.6884251
0,0.6171023
0,0.67840415
0,0.8381185
0,0.879348
0,0.62654525
1,0.5963454
1,0.33085433
1,0.5122754
1,0.43923262
1,0.57588625
1,0.6563025
1,0.67351884
1,0.6264409
1,0.4686356
1,0.6013471
1,0.55030584
1,0.6433477
1,0.7036801
1,0.59165406
1,0.5073865
1,0.6633286
1,0.7333192
1,0.56252426
1,0.60000074
1,0.5594358
1,0.6377118
1,0.68068564
1,0.61070865
1,0.4763254
1,0.5769284
1,0.5908942
1,0.59568554
1,0.753431
1,0.63824385
1,0.71141076
1,0.7031965
1,0.75043565
1,0.6977332
1,0.7131559
1,0.67854846
1,0.64949286
1,0.5105613
1,0.7256922
1,0.71148646
1,0.7616006
1,0.8491292
1,0.73456794
1,0.69878817
1,0.6725577
1,0.57261765
1,0.76750135
1,0.6503382
1,0.57610494
1,0.6762811
1,0.6549652
1,0.61272174
1,0.5644261
1,0.5831235
1,0.6371533
1,0.521338
1,0.5197291
1,0.45140868
1,0.4660239
1,0.32181367
1,0.4467226
1,0.45394242
1,0.49196756
1,0.47951907
1,0.4763829
1,0.35483867
1,0.41925475
1,0.30518308
1,0.12825133
1,0.25156116
1,0.2970362
1,0.28100428
1,0.16945048
1,0.16179852
1,0.14904426
1,0.015727326
1,0.0
1,0.022520693
1,0.0018041984
1,0.15512435
1,0.12969075
1,0.09352127
1,0.15987475
1,0.2192468
1,0.10342923
1,0.03948538
1,0.2275057
1,0.10103851
1,0.09710696
1,0.297958
1,0.43850458
0,0.7028673
0,0.63747346
0,0.85449487
0,0.73717207
0,0.74339974
0,0.7501866
0,0.7129811
0,0.90878505
0,0.85312736
0,0.80965024
0,0.74651617
0,0.6929011
0,0.75771296
0,0.8050376
0,0.9176138
0,0.7332216
0,0.9608578
0,0.8795153
0,0.9262284
0,0.9953048
0,0.8845192
0,0.892679
0,0.8511892
0,0.83243734
0,0.9619143
0,0.80017143
0,0.8354857
0,0.77332944
0,0.9131889
0,0.87093776
0,0.98985666
0,0.91892004
0,0.99092454
0,0.85100985
0,0.86776227
0,0.8817985
0,0.87026423
0,0.9553998
0,0.8434828
0,0.8875986
0,0.955645
0,0.81833297
0,0.8788924
0,0.86146194
0,0.8543874
0,0.92421687
0,0.8232128
0,0.935481
0,0.97388077
0,0.8952422
0,0.87669545
0,1.0
0,0.99075276
0,0.9677113
0,0.93301386
0,0.83904415
0,0.8830904
0,0.801237
0,0.9459346
0,0.8572564
0,0.7769174
0,0.80644375
0,0.95699286
0,0.98894477
0,0.9617667
0,0.95525676
0,0.8963456
0,0.8554038
0,0.91972303
0,0.9456826
0,0.92320806
0,0.84683686
0,0.93463415
0,0.9254429
0,0.8733966
0,0.88731027
0,0.9004111
0,0.68902403
0,0.82777625
0,0.8878476
0,0.718038
0,0.80524725
0,0.79391575
0,0.82815087
0,0.7690127
0,0.8589812
0,0.87123597
0,0.7457019
0,0.81426597
0,0.84038216
0,0.8478245
0,0.85696584
0,0.81835717
0,0.6880402
0,0.76699656
0,0.9096183
0,0.9239535
0,0.96848786
0,0.8592362
0,0.96441096
0,0.98594785
0,0.93567324
0,0.88571495
0,0.84276986
0,0.85404307
0,0.8803697
1,0.112981774
1,0.09150652
1,0.068100624
1,0.5221089
1,0.6547243
1,0.6251251
1,0.5372786
1,0.43115425
1,0.6257456
1,0.6156668
1,0.70041597
1,0.5367193
1,0.5078599
1,0.5863697
1,0.6518265
1,0.04051233
1,0.044593673
1,0.045401644
1,0.0
1,0.48545465
1,0.700637
1,0.676304
1,0.61215657
1,0.6311434
1,0.5677301
1,0.5859459
1,0.5598688
1,0.62703705
1,0.6163177
1,0.6155301
1,0.6604853
1,0.69221777
1,0.7025403
1,0.7018708
1,0.6709206
1,0.69349355
1,0.75352436
1,0.7463498
1,0.78380513
1,0.750034
1,0.7668792
1,0.76790965
1,0.79378945
1,0.7755419
0,0.72505045
0,0.85644615
0,0.7323582
0,0.76741123
0,0.7870502
0,0.7995165
0,0.81796616
0,0.8371012
0,0.81986684
0,0.7816735
0,0.73633546
0,0.6762229
0,0.74414647
0,0.67120826
0,0.7770236
0,0.82321817
0,0.7532217
0,0.7439959
0,0.82398695
0,0.81286716
0,0.78944767
0,0.8158204
0,0.8056526
0,0.7668286
0,0.8041491
0,0.7319931
0,0.76226074
0,0.864071
0,0.80724293
0,0.84468544
0,0.7685051
0,0.8072455
0,0.75364286
0,0.80197805
0,0.791431
0,0.7446096
0,0.74845743
0,0.8313479
0,0.8351653
0,0.8489609
0,0.7866565
0,0.82192415
0,0.8544288
0,0.8562501
0,0.8609032
0,0.8667161
0,0.8843871
0,0.901559
0,0.9049219
0,0.9436095
0,0.91328543
0,0.96919775
0,1.0
0,0.9454509
0,0.96197325
0,0.9670741
0,0.8792756
0,0.9679117
0,0.98438764
0,0.9634486
0,0.93427926
0,0.78546625
0,0.88799596
0,0.8927025
0,0.9033908
0,0.9114481
0,0.8912448
0,0.783252
0,0.7835749
0,0.79238135
0,0.79966193
0,0.91187125
0,0.850483
0,0.86171293
0,0.8698016
0,0.9012249
0,0.9224443
0,0.8875437
0,0.84535104
0,0.8868608
0,0.8599522
0,0.8936737
0,0.83274215
0,0.8731863
0,0.8651363
0,0.8449231
0,0.780514
0,0.88470995
0,0.8340256
0,0.8361352
0,0.86346465
0,0.9170263
0,0.8255295
0,0.81959873
0,0.8743948
0,0.8466217
0,0.86263955
0,0.8605358
0,0.89492613
0,0.8575153
0,0.8484337
0,0.84325975
0,0.858096
0,0.8409535
0,0.8065152
0,0.81750137
0,0.8508869
0,0.8308069
0,0.82810575
0,0.8447748
0,0.8579413
0,0.867693
0,0.8446694
0,0.78744066
0,0.82681394
0,0.8343719
0,0.8534205
0,0.7846255
0,0.77398264
0,0.37432507
0,0.3920516
0,0.40247452
0,0.39810058
0,0.7087494
0,0.79707
0,0.7851751
0,0.8239043
0,0.7438508
0,0.8238322
0,0.82658076
0,0.78776604
0,0.7966664
0,0.8408014
0,0.8264353
0,0.80786943
0,0.25185615
0,0.25803277
0,0.23977658
